"","Sensor","Date_Time","Date","Time","Count"
"7291","Melbourne Central-Elizabeth St (East)",2017-07-05 19:00:00,2017-07-05,19,NA
"7292","QVM-Queen St (East)",2017-07-05 19:00:00,2017-07-05,19,NA
"7293","QVM-Therry St (South)",2017-07-05 19:00:00,2017-07-05,19,NA
"7294","Faraday St-Lygon St (West)",2017-07-05 19:00:00,2017-07-05,19,NA
"7295","QVM-Franklin St (North)",2017-07-05 19:00:00,2017-07-05,19,NA
"7296","Elizabeth St-Lonsdale St (South)",2017-07-05 19:00:00,2017-07-05,19,NA
"7297","Lincoln-Swanston (W)",2017-07-05 19:00:00,2017-07-05,19,NA
"7298","Elizabeth St-La Trobe St (East)",2017-07-05 19:00:00,2017-07-05,19,NA
"7299","Lonsdale St - Elizabeth St (North)",2017-07-05 19:00:00,2017-07-05,19,NA
"7300","Bourke St Bridge",2017-07-05 19:00:00,2017-07-05,19,NA
"7301","Bourke St - Spencer St (North)",2017-07-05 19:00:00,2017-07-05,19,NA
"7302","RMIT Bld 80 - 445 Swanston Street",2017-07-05 19:00:00,2017-07-05,19,NA
"7303","Flinders La-Swanston St (West) Temporary",2017-07-05 19:00:00,2017-07-05,19,NA
"7304","RMIT Building 14",2017-07-05 19:00:00,2017-07-05,19,NA
"7305","380 Elizabeth St",2017-07-05 19:00:00,2017-07-05,19,NA
"7306","La Trobe St (North)",2017-07-05 19:00:00,2017-07-05,19,NA
"7307","231 Bourke St",2017-07-05 19:00:00,2017-07-05,19,NA
"7308","Royal Pde - Grattan St",2017-07-05 19:00:00,2017-07-05,19,NA
"7309","Bourke Street Mall (North)",2017-07-05 20:00:00,2017-07-05,20,869
"7310","Bourke Street Mall (South)",2017-07-05 20:00:00,2017-07-05,20,453
"7311","Melbourne Central",2017-07-05 20:00:00,2017-07-05,20,1944
"7312","Town Hall (West)",2017-07-05 20:00:00,2017-07-05,20,1316
"7313","Princes Bridge",2017-07-05 20:00:00,2017-07-05,20,0
"7314","Flinders Street Station Underpass",2017-07-05 20:00:00,2017-07-05,20,1250
"7315","Birrarung Marr",2017-07-05 20:00:00,2017-07-05,20,170
"7316","Webb Bridge",2017-07-05 20:00:00,2017-07-05,20,96
"7317","Southern Cross Station",2017-07-05 20:00:00,2017-07-05,20,190
"7318","Victoria Point",2017-07-05 20:00:00,2017-07-05,20,101
"7319","Waterfront City",2017-07-05 20:00:00,2017-07-05,20,42
"7320","New Quay",2017-07-05 20:00:00,2017-07-05,20,214
"7321","Flagstaff Station",2017-07-05 20:00:00,2017-07-05,20,0
"7322","Sandridge Bridge",2017-07-05 20:00:00,2017-07-05,20,246
"7323","State Library",2017-07-05 20:00:00,2017-07-05,20,1073
"7324","Collins St (North)",2017-07-05 20:00:00,2017-07-05,20,351
"7325","Collins Place (South)",2017-07-05 20:00:00,2017-07-05,20,265
"7326","Collins Place (North)",2017-07-05 20:00:00,2017-07-05,20,152
"7327","Chinatown-Swanston St (North)",2017-07-05 20:00:00,2017-07-05,20,1098
"7328","Chinatown-Lt Bourke St (South)",2017-07-05 20:00:00,2017-07-05,20,550
"7329","Bourke St-Russell St (West)",2017-07-05 20:00:00,2017-07-05,20,910
"7330","Flinders St-Elizabeth St (East)",2017-07-05 20:00:00,2017-07-05,20,1834
"7331","Spencer St-Collins St (South)",2017-07-05 20:00:00,2017-07-05,20,264
"7332","Spencer St-Collins St (North)",2017-07-05 20:00:00,2017-07-05,20,978
"7333","Melbourne Convention Exhibition Centre",2017-07-05 20:00:00,2017-07-05,20,165
"7334","QV Market-Elizabeth St (West)",2017-07-05 20:00:00,2017-07-05,20,1771
"7335","QV Market-Peel St",2017-07-05 20:00:00,2017-07-05,20,471
"7336","The Arts Centre",2017-07-05 20:00:00,2017-07-05,20,530
"7337","St Kilda Rd-Alexandra Gardens",2017-07-05 20:00:00,2017-07-05,20,214
"7338","Lonsdale St (South)",2017-07-05 20:00:00,2017-07-05,20,747
"7339","Lygon St (West)",2017-07-05 20:00:00,2017-07-05,20,603
"7340","City Square",2017-07-05 20:00:00,2017-07-05,20,NA
"7341","Flinders St-Spring St (West)",2017-07-05 20:00:00,2017-07-05,20,77
"7342","Flinders St-Spark La",2017-07-05 20:00:00,2017-07-05,20,108
"7343","Southbank",2017-07-05 20:00:00,2017-07-05,20,1589
"7344","Queen St (West)",2017-07-05 20:00:00,2017-07-05,20,0
"7345","Lygon St (East)",2017-07-05 20:00:00,2017-07-05,20,257
"7346","Alfred Place",2017-07-05 20:00:00,2017-07-05,20,147
"7347","Lonsdale St-Spring St (West)",2017-07-05 20:00:00,2017-07-05,20,173
"7348","Grattan St-Swanston St (West)",2017-07-05 20:00:00,2017-07-05,20,121
"7349","Monash Rd-Swanston St (West)",2017-07-05 20:00:00,2017-07-05,20,89
"7350","Tin Alley-Swanston St (West)",2017-07-05 20:00:00,2017-07-05,20,68
"7351","Little Collins St-Swanston St (East)",2017-07-05 20:00:00,2017-07-05,20,1060
"7352","Flinders La-Swanston St (West)",2017-07-05 20:00:00,2017-07-05,20,1987
"7353","Pelham St (South)",2017-07-05 20:00:00,2017-07-05,20,NA
"7354","Melbourne Central-Elizabeth St (East)",2017-07-05 20:00:00,2017-07-05,20,NA
"7355","QVM-Queen St (East)",2017-07-05 20:00:00,2017-07-05,20,NA
"7356","QVM-Therry St (South)",2017-07-05 20:00:00,2017-07-05,20,NA
"7357","Faraday St-Lygon St (West)",2017-07-05 20:00:00,2017-07-05,20,NA
"7358","QVM-Franklin St (North)",2017-07-05 20:00:00,2017-07-05,20,NA
"7359","Elizabeth St-Lonsdale St (South)",2017-07-05 20:00:00,2017-07-05,20,NA
"7360","Lincoln-Swanston (W)",2017-07-05 20:00:00,2017-07-05,20,NA
"7361","Elizabeth St-La Trobe St (East)",2017-07-05 20:00:00,2017-07-05,20,NA
"7362","Lonsdale St - Elizabeth St (North)",2017-07-05 20:00:00,2017-07-05,20,NA
"7363","Bourke St Bridge",2017-07-05 20:00:00,2017-07-05,20,NA
"7364","Bourke St - Spencer St (North)",2017-07-05 20:00:00,2017-07-05,20,NA
"7365","RMIT Bld 80 - 445 Swanston Street",2017-07-05 20:00:00,2017-07-05,20,NA
"7366","Flinders La-Swanston St (West) Temporary",2017-07-05 20:00:00,2017-07-05,20,NA
"7367","RMIT Building 14",2017-07-05 20:00:00,2017-07-05,20,NA
"7368","380 Elizabeth St",2017-07-05 20:00:00,2017-07-05,20,NA
"7369","La Trobe St (North)",2017-07-05 20:00:00,2017-07-05,20,NA
"7370","231 Bourke St",2017-07-05 20:00:00,2017-07-05,20,NA
"7371","Royal Pde - Grattan St",2017-07-05 20:00:00,2017-07-05,20,NA
"7372","Bourke Street Mall (North)",2017-07-05 21:00:00,2017-07-05,21,535
"7373","Bourke Street Mall (South)",2017-07-05 21:00:00,2017-07-05,21,369
"7374","Melbourne Central",2017-07-05 21:00:00,2017-07-05,21,1325
"7375","Town Hall (West)",2017-07-05 21:00:00,2017-07-05,21,1106
"7376","Princes Bridge",2017-07-05 21:00:00,2017-07-05,21,0
"7377","Flinders Street Station Underpass",2017-07-05 21:00:00,2017-07-05,21,1085
"7378","Birrarung Marr",2017-07-05 21:00:00,2017-07-05,21,169
"7379","Webb Bridge",2017-07-05 21:00:00,2017-07-05,21,79
"7380","Southern Cross Station",2017-07-05 21:00:00,2017-07-05,21,131
"7381","Victoria Point",2017-07-05 21:00:00,2017-07-05,21,61
"7382","Waterfront City",2017-07-05 21:00:00,2017-07-05,21,36
"7383","New Quay",2017-07-05 21:00:00,2017-07-05,21,154
"7384","Flagstaff Station",2017-07-05 21:00:00,2017-07-05,21,0
"7385","Sandridge Bridge",2017-07-05 21:00:00,2017-07-05,21,237
"7386","State Library",2017-07-05 21:00:00,2017-07-05,21,819
"7387","Collins St (North)",2017-07-05 21:00:00,2017-07-05,21,342
"7388","Collins Place (South)",2017-07-05 21:00:00,2017-07-05,21,207
"7389","Collins Place (North)",2017-07-05 21:00:00,2017-07-05,21,97
"7390","Chinatown-Swanston St (North)",2017-07-05 21:00:00,2017-07-05,21,815
"7391","Chinatown-Lt Bourke St (South)",2017-07-05 21:00:00,2017-07-05,21,585
"7392","Bourke St-Russell St (West)",2017-07-05 21:00:00,2017-07-05,21,873
"7393","Flinders St-Elizabeth St (East)",2017-07-05 21:00:00,2017-07-05,21,1541
"7394","Spencer St-Collins St (South)",2017-07-05 21:00:00,2017-07-05,21,227
"7395","Spencer St-Collins St (North)",2017-07-05 21:00:00,2017-07-05,21,876
"7396","Melbourne Convention Exhibition Centre",2017-07-05 21:00:00,2017-07-05,21,116
"7397","QV Market-Elizabeth St (West)",2017-07-05 21:00:00,2017-07-05,21,1100
"7398","QV Market-Peel St",2017-07-05 21:00:00,2017-07-05,21,280
"7399","The Arts Centre",2017-07-05 21:00:00,2017-07-05,21,477
"7400","St Kilda Rd-Alexandra Gardens",2017-07-05 21:00:00,2017-07-05,21,216
"7401","Lonsdale St (South)",2017-07-05 21:00:00,2017-07-05,21,633
"7402","Lygon St (West)",2017-07-05 21:00:00,2017-07-05,21,603
"7403","City Square",2017-07-05 21:00:00,2017-07-05,21,NA
"7404","Flinders St-Spring St (West)",2017-07-05 21:00:00,2017-07-05,21,89
"7405","Flinders St-Spark La",2017-07-05 21:00:00,2017-07-05,21,103
"7406","Southbank",2017-07-05 21:00:00,2017-07-05,21,1275
"7407","Queen St (West)",2017-07-05 21:00:00,2017-07-05,21,0
"7408","Lygon St (East)",2017-07-05 21:00:00,2017-07-05,21,211
"7409","Alfred Place",2017-07-05 21:00:00,2017-07-05,21,93
"7410","Lonsdale St-Spring St (West)",2017-07-05 21:00:00,2017-07-05,21,314
"7411","Grattan St-Swanston St (West)",2017-07-05 21:00:00,2017-07-05,21,92
"7412","Monash Rd-Swanston St (West)",2017-07-05 21:00:00,2017-07-05,21,54
"7413","Tin Alley-Swanston St (West)",2017-07-05 21:00:00,2017-07-05,21,54
"7414","Little Collins St-Swanston St (East)",2017-07-05 21:00:00,2017-07-05,21,923
"7415","Flinders La-Swanston St (West)",2017-07-05 21:00:00,2017-07-05,21,1715
"7416","Pelham St (South)",2017-07-05 21:00:00,2017-07-05,21,NA
"7417","Melbourne Central-Elizabeth St (East)",2017-07-05 21:00:00,2017-07-05,21,NA
"7418","QVM-Queen St (East)",2017-07-05 21:00:00,2017-07-05,21,NA
"7419","QVM-Therry St (South)",2017-07-05 21:00:00,2017-07-05,21,NA
"7420","Faraday St-Lygon St (West)",2017-07-05 21:00:00,2017-07-05,21,NA
"7421","QVM-Franklin St (North)",2017-07-05 21:00:00,2017-07-05,21,NA
"7422","Elizabeth St-Lonsdale St (South)",2017-07-05 21:00:00,2017-07-05,21,NA
"7423","Lincoln-Swanston (W)",2017-07-05 21:00:00,2017-07-05,21,NA
"7424","Elizabeth St-La Trobe St (East)",2017-07-05 21:00:00,2017-07-05,21,NA
"7425","Lonsdale St - Elizabeth St (North)",2017-07-05 21:00:00,2017-07-05,21,NA
"7426","Bourke St Bridge",2017-07-05 21:00:00,2017-07-05,21,NA
"7427","Bourke St - Spencer St (North)",2017-07-05 21:00:00,2017-07-05,21,NA
"7428","RMIT Bld 80 - 445 Swanston Street",2017-07-05 21:00:00,2017-07-05,21,NA
"7429","Flinders La-Swanston St (West) Temporary",2017-07-05 21:00:00,2017-07-05,21,NA
"7430","RMIT Building 14",2017-07-05 21:00:00,2017-07-05,21,NA
"7431","380 Elizabeth St",2017-07-05 21:00:00,2017-07-05,21,NA
"7432","La Trobe St (North)",2017-07-05 21:00:00,2017-07-05,21,NA
"7433","231 Bourke St",2017-07-05 21:00:00,2017-07-05,21,NA
"7434","Royal Pde - Grattan St",2017-07-05 21:00:00,2017-07-05,21,NA
"7435","Bourke Street Mall (North)",2017-07-05 22:00:00,2017-07-05,22,361
"7436","Bourke Street Mall (South)",2017-07-05 22:00:00,2017-07-05,22,185
"7437","Melbourne Central",2017-07-05 22:00:00,2017-07-05,22,981
"7438","Town Hall (West)",2017-07-05 22:00:00,2017-07-05,22,661
"7439","Princes Bridge",2017-07-05 22:00:00,2017-07-05,22,0
"7440","Flinders Street Station Underpass",2017-07-05 22:00:00,2017-07-05,22,855
"7441","Birrarung Marr",2017-07-05 22:00:00,2017-07-05,22,67
"7442","Webb Bridge",2017-07-05 22:00:00,2017-07-05,22,45
"7443","Southern Cross Station",2017-07-05 22:00:00,2017-07-05,22,78
"7444","Victoria Point",2017-07-05 22:00:00,2017-07-05,22,38
"7445","Waterfront City",2017-07-05 22:00:00,2017-07-05,22,8
"7446","New Quay",2017-07-05 22:00:00,2017-07-05,22,76
"7447","Flagstaff Station",2017-07-05 22:00:00,2017-07-05,22,0
"7448","Sandridge Bridge",2017-07-05 22:00:00,2017-07-05,22,164
"7449","State Library",2017-07-05 22:00:00,2017-07-05,22,575
"7450","Collins St (North)",2017-07-05 22:00:00,2017-07-05,22,222
"7451","Collins Place (South)",2017-07-05 22:00:00,2017-07-05,22,159
"7452","Collins Place (North)",2017-07-05 22:00:00,2017-07-05,22,65
"7453","Chinatown-Swanston St (North)",2017-07-05 22:00:00,2017-07-05,22,491
"7454","Chinatown-Lt Bourke St (South)",2017-07-05 22:00:00,2017-07-05,22,436
"7455","Bourke St-Russell St (West)",2017-07-05 22:00:00,2017-07-05,22,559
"7456","Flinders St-Elizabeth St (East)",2017-07-05 22:00:00,2017-07-05,22,1255
"7457","Spencer St-Collins St (South)",2017-07-05 22:00:00,2017-07-05,22,134
"7458","Spencer St-Collins St (North)",2017-07-05 22:00:00,2017-07-05,22,462
"7459","Melbourne Convention Exhibition Centre",2017-07-05 22:00:00,2017-07-05,22,88
"7460","QV Market-Elizabeth St (West)",2017-07-05 22:00:00,2017-07-05,22,491
"7461","QV Market-Peel St",2017-07-05 22:00:00,2017-07-05,22,138
"7462","The Arts Centre",2017-07-05 22:00:00,2017-07-05,22,413
"7463","St Kilda Rd-Alexandra Gardens",2017-07-05 22:00:00,2017-07-05,22,133
"7464","Lonsdale St (South)",2017-07-05 22:00:00,2017-07-05,22,551
"7465","Lygon St (West)",2017-07-05 22:00:00,2017-07-05,22,440
"7466","City Square",2017-07-05 22:00:00,2017-07-05,22,NA
"7467","Flinders St-Spring St (West)",2017-07-05 22:00:00,2017-07-05,22,36
"7468","Flinders St-Spark La",2017-07-05 22:00:00,2017-07-05,22,82
"7469","Southbank",2017-07-05 22:00:00,2017-07-05,22,741
"7470","Queen St (West)",2017-07-05 22:00:00,2017-07-05,22,0
"7471","Lygon St (East)",2017-07-05 22:00:00,2017-07-05,22,124
"7472","Alfred Place",2017-07-05 22:00:00,2017-07-05,22,60
"7473","Lonsdale St-Spring St (West)",2017-07-05 22:00:00,2017-07-05,22,111
"7474","Grattan St-Swanston St (West)",2017-07-05 22:00:00,2017-07-05,22,76
"7475","Monash Rd-Swanston St (West)",2017-07-05 22:00:00,2017-07-05,22,52
"7476","Tin Alley-Swanston St (West)",2017-07-05 22:00:00,2017-07-05,22,44
"7477","Little Collins St-Swanston St (East)",2017-07-05 22:00:00,2017-07-05,22,646
"7478","Flinders La-Swanston St (West)",2017-07-05 22:00:00,2017-07-05,22,1171
"7479","Pelham St (South)",2017-07-05 22:00:00,2017-07-05,22,NA
"7480","Melbourne Central-Elizabeth St (East)",2017-07-05 22:00:00,2017-07-05,22,NA
"7481","QVM-Queen St (East)",2017-07-05 22:00:00,2017-07-05,22,NA
"7482","QVM-Therry St (South)",2017-07-05 22:00:00,2017-07-05,22,NA
"7483","Faraday St-Lygon St (West)",2017-07-05 22:00:00,2017-07-05,22,NA
"7484","QVM-Franklin St (North)",2017-07-05 22:00:00,2017-07-05,22,NA
"7485","Elizabeth St-Lonsdale St (South)",2017-07-05 22:00:00,2017-07-05,22,NA
"7486","Lincoln-Swanston (W)",2017-07-05 22:00:00,2017-07-05,22,NA
"7487","Elizabeth St-La Trobe St (East)",2017-07-05 22:00:00,2017-07-05,22,NA
"7488","Lonsdale St - Elizabeth St (North)",2017-07-05 22:00:00,2017-07-05,22,NA
"7489","Bourke St Bridge",2017-07-05 22:00:00,2017-07-05,22,NA
"7490","Bourke St - Spencer St (North)",2017-07-05 22:00:00,2017-07-05,22,NA
"7491","RMIT Bld 80 - 445 Swanston Street",2017-07-05 22:00:00,2017-07-05,22,NA
"7492","Flinders La-Swanston St (West) Temporary",2017-07-05 22:00:00,2017-07-05,22,NA
"7493","RMIT Building 14",2017-07-05 22:00:00,2017-07-05,22,NA
"7494","380 Elizabeth St",2017-07-05 22:00:00,2017-07-05,22,NA
"7495","La Trobe St (North)",2017-07-05 22:00:00,2017-07-05,22,NA
"7496","231 Bourke St",2017-07-05 22:00:00,2017-07-05,22,NA
"7497","Royal Pde - Grattan St",2017-07-05 22:00:00,2017-07-05,22,NA
"7498","Bourke Street Mall (North)",2017-07-05 23:00:00,2017-07-05,23,174
"7499","Bourke Street Mall (South)",2017-07-05 23:00:00,2017-07-05,23,64
"7500","Melbourne Central",2017-07-05 23:00:00,2017-07-05,23,574
"7501","Town Hall (West)",2017-07-05 23:00:00,2017-07-05,23,324
"7502","Princes Bridge",2017-07-05 23:00:00,2017-07-05,23,0
"7503","Flinders Street Station Underpass",2017-07-05 23:00:00,2017-07-05,23,636
"7504","Birrarung Marr",2017-07-05 23:00:00,2017-07-05,23,38
"7505","Webb Bridge",2017-07-05 23:00:00,2017-07-05,23,18
"7506","Southern Cross Station",2017-07-05 23:00:00,2017-07-05,23,49
"7507","Victoria Point",2017-07-05 23:00:00,2017-07-05,23,41
"7508","Waterfront City",2017-07-05 23:00:00,2017-07-05,23,14
"7509","New Quay",2017-07-05 23:00:00,2017-07-05,23,39
"7510","Flagstaff Station",2017-07-05 23:00:00,2017-07-05,23,0
"7511","Sandridge Bridge",2017-07-05 23:00:00,2017-07-05,23,165
"7512","State Library",2017-07-05 23:00:00,2017-07-05,23,206
"7513","Collins St (North)",2017-07-05 23:00:00,2017-07-05,23,109
"7514","Collins Place (South)",2017-07-05 23:00:00,2017-07-05,23,51
"7515","Collins Place (North)",2017-07-05 23:00:00,2017-07-05,23,32
"7516","Chinatown-Swanston St (North)",2017-07-05 23:00:00,2017-07-05,23,249
"7517","Chinatown-Lt Bourke St (South)",2017-07-05 23:00:00,2017-07-05,23,244
"7518","Bourke St-Russell St (West)",2017-07-05 23:00:00,2017-07-05,23,288
"7519","Flinders St-Elizabeth St (East)",2017-07-05 23:00:00,2017-07-05,23,648
"7520","Spencer St-Collins St (South)",2017-07-05 23:00:00,2017-07-05,23,104
"7521","Spencer St-Collins St (North)",2017-07-05 23:00:00,2017-07-05,23,263
"7522","Melbourne Convention Exhibition Centre",2017-07-05 23:00:00,2017-07-05,23,46
"7523","QV Market-Elizabeth St (West)",2017-07-05 23:00:00,2017-07-05,23,158
"7524","QV Market-Peel St",2017-07-05 23:00:00,2017-07-05,23,42
"7525","The Arts Centre",2017-07-05 23:00:00,2017-07-05,23,139
"7526","St Kilda Rd-Alexandra Gardens",2017-07-05 23:00:00,2017-07-05,23,57
"7527","Lonsdale St (South)",2017-07-05 23:00:00,2017-07-05,23,222
"7528","Lygon St (West)",2017-07-05 23:00:00,2017-07-05,23,216
"7529","City Square",2017-07-05 23:00:00,2017-07-05,23,NA
"7530","Flinders St-Spring St (West)",2017-07-05 23:00:00,2017-07-05,23,21
"7531","Flinders St-Spark La",2017-07-05 23:00:00,2017-07-05,23,26
"7532","Southbank",2017-07-05 23:00:00,2017-07-05,23,360
"7533","Queen St (West)",2017-07-05 23:00:00,2017-07-05,23,0
"7534","Lygon St (East)",2017-07-05 23:00:00,2017-07-05,23,55
"7535","Alfred Place",2017-07-05 23:00:00,2017-07-05,23,32
"7536","Lonsdale St-Spring St (West)",2017-07-05 23:00:00,2017-07-05,23,55
"7537","Grattan St-Swanston St (West)",2017-07-05 23:00:00,2017-07-05,23,28
"7538","Monash Rd-Swanston St (West)",2017-07-05 23:00:00,2017-07-05,23,14
"7539","Tin Alley-Swanston St (West)",2017-07-05 23:00:00,2017-07-05,23,11
"7540","Little Collins St-Swanston St (East)",2017-07-05 23:00:00,2017-07-05,23,271
"7541","Flinders La-Swanston St (West)",2017-07-05 23:00:00,2017-07-05,23,708
"7542","Pelham St (South)",2017-07-05 23:00:00,2017-07-05,23,NA
"7543","Melbourne Central-Elizabeth St (East)",2017-07-05 23:00:00,2017-07-05,23,NA
"7544","QVM-Queen St (East)",2017-07-05 23:00:00,2017-07-05,23,NA
"7545","QVM-Therry St (South)",2017-07-05 23:00:00,2017-07-05,23,NA
"7546","Faraday St-Lygon St (West)",2017-07-05 23:00:00,2017-07-05,23,NA
"7547","QVM-Franklin St (North)",2017-07-05 23:00:00,2017-07-05,23,NA
"7548","Elizabeth St-Lonsdale St (South)",2017-07-05 23:00:00,2017-07-05,23,NA
"7549","Lincoln-Swanston (W)",2017-07-05 23:00:00,2017-07-05,23,NA
"7550","Elizabeth St-La Trobe St (East)",2017-07-05 23:00:00,2017-07-05,23,NA
"7551","Lonsdale St - Elizabeth St (North)",2017-07-05 23:00:00,2017-07-05,23,NA
"7552","Bourke St Bridge",2017-07-05 23:00:00,2017-07-05,23,NA
"7553","Bourke St - Spencer St (North)",2017-07-05 23:00:00,2017-07-05,23,NA
"7554","RMIT Bld 80 - 445 Swanston Street",2017-07-05 23:00:00,2017-07-05,23,NA
"7555","Flinders La-Swanston St (West) Temporary",2017-07-05 23:00:00,2017-07-05,23,NA
"7556","RMIT Building 14",2017-07-05 23:00:00,2017-07-05,23,NA
"7557","380 Elizabeth St",2017-07-05 23:00:00,2017-07-05,23,NA
"7558","La Trobe St (North)",2017-07-05 23:00:00,2017-07-05,23,NA
"7559","231 Bourke St",2017-07-05 23:00:00,2017-07-05,23,NA
"7560","Royal Pde - Grattan St",2017-07-05 23:00:00,2017-07-05,23,NA
"7561","Bourke Street Mall (North)",2017-07-06 00:00:00,2017-07-06,0,79
"7562","Bourke Street Mall (South)",2017-07-06 00:00:00,2017-07-06,0,52
"7563","Melbourne Central",2017-07-06 00:00:00,2017-07-06,0,211
"7564","Town Hall (West)",2017-07-06 00:00:00,2017-07-06,0,144
"7565","Princes Bridge",2017-07-06 00:00:00,2017-07-06,0,0
"7566","Flinders Street Station Underpass",2017-07-06 00:00:00,2017-07-06,0,174
"7567","Birrarung Marr",2017-07-06 00:00:00,2017-07-06,0,26
"7568","Webb Bridge",2017-07-06 00:00:00,2017-07-06,0,11
"7569","Southern Cross Station",2017-07-06 00:00:00,2017-07-06,0,18
"7570","Victoria Point",2017-07-06 00:00:00,2017-07-06,0,9
"7571","Waterfront City",2017-07-06 00:00:00,2017-07-06,0,2
"7572","New Quay",2017-07-06 00:00:00,2017-07-06,0,21
"7573","Flagstaff Station",2017-07-06 00:00:00,2017-07-06,0,0
"7574","Sandridge Bridge",2017-07-06 00:00:00,2017-07-06,0,36
"7575","State Library",2017-07-06 00:00:00,2017-07-06,0,75
"7576","Collins St (North)",2017-07-06 00:00:00,2017-07-06,0,50
"7577","Collins Place (South)",2017-07-06 00:00:00,2017-07-06,0,25
"7578","Collins Place (North)",2017-07-06 00:00:00,2017-07-06,0,15
"7579","Chinatown-Swanston St (North)",2017-07-06 00:00:00,2017-07-06,0,161
"7580","Chinatown-Lt Bourke St (South)",2017-07-06 00:00:00,2017-07-06,0,77
"7581","Bourke St-Russell St (West)",2017-07-06 00:00:00,2017-07-06,0,180
"7582","Flinders St-Elizabeth St (East)",2017-07-06 00:00:00,2017-07-06,0,269
"7583","Spencer St-Collins St (South)",2017-07-06 00:00:00,2017-07-06,0,44
"7584","Spencer St-Collins St (North)",2017-07-06 00:00:00,2017-07-06,0,119
"7585","Melbourne Convention Exhibition Centre",2017-07-06 00:00:00,2017-07-06,0,17
"7586","QV Market-Elizabeth St (West)",2017-07-06 00:00:00,2017-07-06,0,108
"7587","QV Market-Peel St",2017-07-06 00:00:00,2017-07-06,0,14
"7588","The Arts Centre",2017-07-06 00:00:00,2017-07-06,0,41
"7589","St Kilda Rd-Alexandra Gardens",2017-07-06 00:00:00,2017-07-06,0,47
"7590","Lonsdale St (South)",2017-07-06 00:00:00,2017-07-06,0,191
"7591","Lygon St (West)",2017-07-06 00:00:00,2017-07-06,0,65
"7592","City Square",2017-07-06 00:00:00,2017-07-06,0,NA
"7593","Flinders St-Spring St (West)",2017-07-06 00:00:00,2017-07-06,0,17
"7594","Flinders St-Spark La",2017-07-06 00:00:00,2017-07-06,0,9
"7595","Southbank",2017-07-06 00:00:00,2017-07-06,0,169
"7596","Queen St (West)",2017-07-06 00:00:00,2017-07-06,0,0
"7597","Lygon St (East)",2017-07-06 00:00:00,2017-07-06,0,25
"7598","Alfred Place",2017-07-06 00:00:00,2017-07-06,0,17
"7599","Lonsdale St-Spring St (West)",2017-07-06 00:00:00,2017-07-06,0,16
"7600","Grattan St-Swanston St (West)",2017-07-06 00:00:00,2017-07-06,0,8
"7601","Monash Rd-Swanston St (West)",2017-07-06 00:00:00,2017-07-06,0,8
"7602","Tin Alley-Swanston St (West)",2017-07-06 00:00:00,2017-07-06,0,4
"7603","Little Collins St-Swanston St (East)",2017-07-06 00:00:00,2017-07-06,0,121
"7604","Flinders La-Swanston St (West)",2017-07-06 00:00:00,2017-07-06,0,370
"7605","Pelham St (South)",2017-07-06 00:00:00,2017-07-06,0,NA
"7606","Melbourne Central-Elizabeth St (East)",2017-07-06 00:00:00,2017-07-06,0,NA
"7607","QVM-Queen St (East)",2017-07-06 00:00:00,2017-07-06,0,NA
"7608","QVM-Therry St (South)",2017-07-06 00:00:00,2017-07-06,0,NA
"7609","Faraday St-Lygon St (West)",2017-07-06 00:00:00,2017-07-06,0,NA
"7610","QVM-Franklin St (North)",2017-07-06 00:00:00,2017-07-06,0,NA
"7611","Elizabeth St-Lonsdale St (South)",2017-07-06 00:00:00,2017-07-06,0,NA
"7612","Lincoln-Swanston (W)",2017-07-06 00:00:00,2017-07-06,0,NA
"7613","Elizabeth St-La Trobe St (East)",2017-07-06 00:00:00,2017-07-06,0,NA
"7614","Lonsdale St - Elizabeth St (North)",2017-07-06 00:00:00,2017-07-06,0,NA
"7615","Bourke St Bridge",2017-07-06 00:00:00,2017-07-06,0,NA
"7616","Bourke St - Spencer St (North)",2017-07-06 00:00:00,2017-07-06,0,NA
"7617","RMIT Bld 80 - 445 Swanston Street",2017-07-06 00:00:00,2017-07-06,0,NA
"7618","Flinders La-Swanston St (West) Temporary",2017-07-06 00:00:00,2017-07-06,0,NA
"7619","RMIT Building 14",2017-07-06 00:00:00,2017-07-06,0,NA
"7620","380 Elizabeth St",2017-07-06 00:00:00,2017-07-06,0,NA
"7621","La Trobe St (North)",2017-07-06 00:00:00,2017-07-06,0,NA
"7622","231 Bourke St",2017-07-06 00:00:00,2017-07-06,0,NA
"7623","Royal Pde - Grattan St",2017-07-06 00:00:00,2017-07-06,0,NA
"7624","Bourke Street Mall (North)",2017-07-06 01:00:00,2017-07-06,1,36
"7625","Bourke Street Mall (South)",2017-07-06 01:00:00,2017-07-06,1,28
"7626","Melbourne Central",2017-07-06 01:00:00,2017-07-06,1,135
"7627","Town Hall (West)",2017-07-06 01:00:00,2017-07-06,1,83
"7628","Princes Bridge",2017-07-06 01:00:00,2017-07-06,1,0
"7629","Flinders Street Station Underpass",2017-07-06 01:00:00,2017-07-06,1,57
"7630","Birrarung Marr",2017-07-06 01:00:00,2017-07-06,1,15
"7631","Webb Bridge",2017-07-06 01:00:00,2017-07-06,1,6
"7632","Southern Cross Station",2017-07-06 01:00:00,2017-07-06,1,7
"7633","Victoria Point",2017-07-06 01:00:00,2017-07-06,1,5
"7634","Waterfront City",2017-07-06 01:00:00,2017-07-06,1,2
"7635","New Quay",2017-07-06 01:00:00,2017-07-06,1,6
